,Property Name,Borough,yb,ppt,Property Type,Occupancy,seui,ngu,eu,tge,wu
481,Iroquois Hotel,Manhattan,1900,Hotel,Hotel,100,250.7,3759696.8,2940325.1,460.4,4946.9
482,The Gershwin Hotel,Manhattan,1903,Hotel,Hotel,100,318.2,2284856.7,4708881.1,538.8,2886.5
483,Belleclaire Hotel,Manhattan,1910,Hotel,Hotel,100,170.3,14101341.6,1853506.2,913.3,21053.8
484,Washington Jefferson Hotel,Manhattan,1940,Hotel,Hotel,100,188.0,4609639.4,1725570.4,397.8,5510.9
489,260 Madison Avenue,Manhattan,1952,Office,Office,100,195.4,24384312.42738699,28270384.2,3738.2,11955.5
490,261 Madison Avenue,Manhattan,1954,Office,Office,100,197.5,24384312.42738699,15409369.7,3014.6,11422.0
494,Kato International LLC SBS Version,Manhattan,1984,Office,Office,85,190.7,900331.3,25837828.8,4102.2,7434.1
495,Sofitel New York-44th Street,Manhattan,2000,Hotel,Hotel,100,285.9,3821600.0,16640948.1,3211.7,21234.0
496,M&C New York Times Square - 52nd Street,Manhattan,1984,Hotel,Hotel,100,244.5,1462800.0,14602922.8,2292.6,18460.0
498,0539-New York (Manhattan) - West 143rd S,Manhattan,2009,Non-Refrigerated Warehouse,Industrial,100,22.4,821800.0,236451.6,64.6,48.0
504,1805-New York - Convent Ave,Manhattan,2016,Self-Storage Facility,Other,100,44.7,128200.0,848424.5,82.0,1133.0
505,535 West 163 Street HDFC,Manhattan,1900,Multifamily Housing,Multifamily,100,126.3,184532.3,541251.1,237.1,2585.3
506,71 Thomas,Manhattan,1915,Office,Office,100,146.0,24384312.42738699,4155268.2,472.9,1274.5
507,Ace Hotel New York,Manhattan,1904,Hotel,Hotel,100,306.9,13447178.0,13867144.2,1943.7,19688.0
508,171 Madison Association,Manhattan,1914,Office,Office,100,169.1,854652.9,5520785.6,756.3,2184.3
510,Andaz Hotel - 5th Avenue,Manhattan,1914,Hotel,Hotel,100,298.5,832478.8,14115919.5,1937.3,16217.966089617938
511,444 Madison Avenue,Manhattan,1929,Office,Office,95,169.8,636650.0,22342349.4,2567.9,7112.5
512,CBRE-1166 Avenue of the Americas,Manhattan,1974,Office,Office,100,198.0,24384312.42738699,74217759.2,13362.3,16217.966089617938
513,CBRE- 2 Grand Central,Manhattan,1982,Office,Office,80,178.0,11136.4,33616098.5,3598.0,16217.966089617938
514,MD Property Group 117 East 24 Street,Manhattan,1920,Multifamily Housing,Multifamily,100,68.7,1727891.1,1062936.0,186.0,539.3
515,25 W 31st Street - 29321,Manhattan,1912,Office,Office,100,122.7,812.1,1813770.3,285.1,16217.966089617938
516,28 W 27th Street - 29322,Manhattan,1909,Office,Office,100,114.5,993.3,1651244.4,306.1,1411.6
517,141 W 28th Street - 29323,Manhattan,1913,Office,Office,100,220.3,1778.8,1982198.0,631.5,16217.966089617938
518,137 5th   AVENUE - 30523,Manhattan,1902,Office,Office,100,127.7,391335.3,1122616.6,206.4,1257.9
519,CBRE - 200 W41st Street,Manhattan,1929,Office,Office,100,148.3,419396.8,6873458.6,902.1,16217.966089617938
520,3 Bryant Park,Manhattan,1972,Office,Office,85,251.3,24384312.42738699,77680279.0,10300.0,16217.966089617938
521,The Oneill Condominium,Manhattan,2005,Multifamily Housing,Multifamily,100,140.1,21113.3,5845331.8,519.6,16217.966089617938
522,456 West 19th Street,Manhattan,2008,Multifamily Housing,Multifamily,100,201.5,3841486.6,2365172.0,413.7,1235.0
523,520 West 19 Street,Manhattan,2007,Multifamily Housing,Multifamily,100,152.5,1867096.8,2226570.8,296.6,1914.3
524,50 West 47th Street,Manhattan,2012,Office,Office,70,141.5,24384312.42738699,26465673.3,3534.7,16217.966089617938
525,Kitano Arms Corp.,Manhattan,1995,Hotel,Hotel,100,276.0,1653173.5,4811883.6,1187.6,16217.966089617938
526,Fisher- Park Ave Plaza - 55 E 52nd St,Manhattan,1981,Financial Office,Office,100,135.8,1539350.0,39023943.5,5346.4,16217.966089617938
527,GC 200 Madison,Manhattan,1926,Office,Office,100,194.5,24384312.42738699,35514993.2,4069.5,12062.1
528,540 West 26th,Manhattan,2018,K-12 School,SpecialPurpose,0,9.8,24384312.42738699,467215.3,41.4,16217.966089617938
537,Hidrock- 35 West 36th Street,Manhattan,1924,Office,Office,100,108.4,2204439.7,2049009.2,298.8,16217.966089617938
538,HSR Co - 386 Park Avenue South,Manhattan,1927,Office,Office,100,183.5,24384312.42738699,9453737.0,1806.9,16217.966089617938
539,L&L_222 Broadway,Manhattan,1961,Office,Office,95,269.7,24384312.42738699,57687614.2,6022.2,16217.966089617938
540,FRANGENE CO.,Manhattan,1909,Office,Office,100,104.6,1506.1,1606132.2,209.7,1095.7
544,200 Varick Associates,Manhattan,1919,Office,Office,100,205.0,15292388.6,22368727.7,2795.5,8529.3
545,L&L_600 3rd Avenue,Manhattan,1970,Office,Office,80,188.4,24384312.42738699,25030361.0,3432.1,17006.2
548,L&L_142 West 57th Street,Manhattan,1986,Office,Office,90,348.3,693687.9,25944796.7,2588.9,16217.966089617938
550,L&L_150 5th Avenue,Manhattan,1886,Office,Office,90,187.0,3580.0,11607483.0,1204.4,16217.966089617938
551,Macklowe - 400 Madison Ave,Manhattan,1929,Office,Office,80,168.2,329300.0,8822563.6,1017.9,16217.966089617938
552,12th Americas Company,Manhattan,1959,Multifamily Housing,Multifamily,100,150.5,2302072.1,1087460.3,218.7,2214.2
553,Moinian - 60 Madison Avenue,Manhattan,1910,Office,Office,100,192.3,24384312.42738699,9059887.7,1191.5,16217.966089617938
554,81st Realty Corp.,Manhattan,1955,Multifamily Housing,Multifamily,100,226.9,315390.4,2611426.1,509.5,888.7
555,Moinian- 90 John Street,Manhattan,1912,Multifamily Housing,Multifamily,100,126.8,24384312.42738699,10789877.4,1972.6,16217.966089617938
560,Murray Hill - 180 Maiden Lane,Manhattan,1983,Office,Office,100,125.6,982742.4,35974642.6,5200.4,16217.966089617938
561,Murray Hill - 850 Third Avenue,Manhattan,1960,Office,Office,100,179.7,24384312.42738699,25803297.6,3672.5,16217.966089617938
565,6 East 32nd St.,Manhattan,1931,Office,Office,100,135.8,13435.3,5509456.5,735.0,16217.966089617938
566,17148 - 220 West 42nd Street,Manhattan,1913,Office,Office,100,225.6,1710299.9,15789371.9,1490.7,9314.0
567,148 Lafayette Street,Manhattan,2004,Office,Office,100,198.9,2477099.9,8041810.6,844.6,2187.3
568,17229 - 120 East 16th Street - 33 Irving Place,Manhattan,1909,Office,Office,100,181.1,1070070.6,8531937.5,1233.3,16217.966089617938
569,801 West End Avenue Corp.,Manhattan,1910,Multifamily Housing,Multifamily,100,38.9,213263.3,1429194.2,204.0,16217.966089617938
570,Domen Holding Co,Manhattan,1960,Multifamily Housing,Multifamily,100,104.7,67712.1,268224.8,280.8,3730.6
571,GP Associates,Manhattan,1976,Multifamily Housing,Multifamily,100,85.6,1601861.3,407987.2,333.4,5227.7
572,Broadway Mercer Associates,Manhattan,1898,Office,Office,100,82.7,4169640.3,2891601.8,477.8,10058.3
573,17181 - 1384 Broadway,Manhattan,1928,Office,Office,75,131.0,24384312.42738699,6073641.5,946.8,16217.966089617938
574,17197 - 119 West 57th Street,Manhattan,1926,Office,Office,100,183.6,24384312.42738699,5346310.6,699.9,16217.966089617938
575,RXR - 32 Old Slip,Manhattan,1987,Office,Office,95,215.1,1469117.9,68502783.6,7535.0,16217.966089617938
576,Shulsky-253 West 35th Street,Manhattan,1924,Office,Office,100,165.1,2162.1,5609768.7,810.9,16217.966089617938
577,SL Green- 3 Columbus Circle,Manhattan,1927,Office,Office,100,158.8,17593386.8,30230686.1,3614.7,16217.966089617938
578,Winter- 3 E 28th St,Manhattan,1913,Office,Office,100,39.4,24384312.42738699,495724.3,90.0,16217.966089617938
579,2 Wall - Fieldstone Capital,Manhattan,1932,Office,Office,95,234.8,24384312.42738699,11543904.9,1517.7,16217.966089617938
580,37 W 57th - Prospect Resources,Manhattan,1923,Office,Office,100,148.3,24384312.42738699,3052974.8,392.1,16217.966089617938
581,505 EIGHTH AVENUE LLC,Manhattan,1926,Office,Office,100,149.5,828041.4,10616773.0,1362.1,3217.4
582,Waterman Properties-142 West 36th Street,Manhattan,1945,Office,Office,100,164.9,1512.1,3905636.3,676.2,16217.966089617938
583,Cushman and Wakefield 125 Broad Street Condo,Manhattan,1970,Office,Office,100,213.7,24384312.42738699,61474686.9,3694.476402518561,23994.8
584,Waterman- 400 Park Avenue,Manhattan,1957,Office,Office,90,198.5,24384312.42738699,11296290.5,1150.9,16217.966089617938
586,80 Eighth Ave LLC,Manhattan,1930,Office,Office,100,130.0,2206.3,5146874.7,841.7,1883.0
587,1825 Park,Manhattan,1901,Office,Office,55,135.2,247820.0,4775504.7,667.3,16217.966089617938
593,CBRE-5 Penn Plaza,Manhattan,1916,Office,Office,100,184.0,223872.7,38258005.9,3403.8,8108.6
597,Berkley Owners Corp,Manhattan,1913,Multifamily Housing,Multifamily,100,132.7,719865.6,2445987.9,763.4,7671.9
598,97 Sherman Ave - 70194,Manhattan,1930,Multifamily Housing,Multifamily,100,149.7,8071015.6,1989730.0,605.1,16217.966089617938
600,CBRE - 1372 Broadway,Manhattan,1914,Office,Office,100,213.1,3626422.6,32095055.4,3793.0,10198.0
601,128 Mott Street - 41249,Manhattan,1912,Office,Office,100,223.8,2741249.9,6230632.2,698.0,16217.966089617938
602,148 Madison Street - 41675,Manhattan,2002,Multifamily Housing,Multifamily,100,190.3,4765812.7,2604675.9,484.1,7858.7
603,132 Mulberry Street - 41676,Manhattan,1915,Multifamily Housing,Multifamily,100,227.3,5594064.5,2545628.5,522.8,5312.7
616,20 West 84th Street - 32716,Manhattan,1924,Multifamily Housing,Multifamily,100,111.0,4284282.0,714724.2,290.9,3821.4
625,Fisher - 299 Park Avenue,Manhattan,1967,Financial Office,Office,100,213.8,24384312.42738699,68116358.0,9308.3,16217.966089617938
626,322 Partners Pro,Manhattan,1925,Office,Office,100,141.2,373170.0,7147906.8,940.3,1636.9
627,28 Second Ave,Manhattan,1923,Self-Storage Facility,Other,100,50.0,959909.1,652804.5,108.9,68.8
628,GC 365 5th Ave,Manhattan,1906,College/University,Other,100,168.4,4329060.4,40066350.1,4887.6,16217.966089617938
629,108-110 West 107th St,Manhattan,1921,Self-Storage Facility,Other,100,58.1,830213.1,1830606.3,206.4,103.6
630,GC 307 West 38th Street,Manhattan,1927,Office,Office,100,118.9,1315616.0,8447128.7,1164.4,16217.966089617938
641,New York College of Podiatric Medicine and Foot Center of New York,Manhattan,1927,College/University,Other,100,229.1,2604210.0,4467673.1,534.4,1095.4
642,11 Riverside Drive,Manhattan,1950,Multifamily Housing,Multifamily,100,106.0,43513758.9,8286452.0,3045.9,19757.1
643,Macklowe - 375 W Broadway,Manhattan,1900,Office,Office,75,120.0,1365153.3,2137921.5,262.1,56.9
646,Greenway Mews Realty LLC,Manhattan,1905,Office,Office,100,143.9,1363667.8,5494302.7,559.6,5291.8
647,Moinian - 245 5th Avenue,Manhattan,1927,Office,Office,90,146.0,123163.0,12521477.9,1417.5,8027.3
648,55th Management Corp.,Manhattan,1954,Multifamily Housing,Multifamily,100,88.8,1746984.9,519247.6,138.8,2379.1
652,Moinian - 72 Madison Avenue,Manhattan,1911,Office,Office,100,195.1,1875650.0,2424605.7,449.1,2441.5
653,Newmark - 118 W 22nd St,Manhattan,1911,Office,Office,100,134.6,6763.3,2964214.6,472.1,2010.0
654,1855 7TH AVENUE HDFC,Manhattan,1915,Multifamily Housing,Multifamily,100,65.5,24384312.42738699,106433.9,213.8,1867.9
656,PTG - 535 Madison Ave,Manhattan,1981,Financial Office,Office,100,216.3,24384312.42738699,27562074.7,2971.2,6547.5
657,Shulsky- 330 Fifth Avenue,Manhattan,1925,Office,Office,100,189.9,3559866.4,8231315.5,918.9,3170.1
661,29-45 Sickles St,Manhattan,1920,Multifamily Housing,Multifamily,100,135.3,5686380.2,1178084.2,406.5,9192.1
662,59 Maiden Lane,Manhattan,1965,Office,Office,100,161.8,24384312.42738699,30109225.3,7034.7,16217.966089617938
663,Winter- 599 11th Ave,Manhattan,1905,Office,Office,100,140.5,725.8,2218823.6,263.3,872.2
664,17168 - 63 Greene Street,Manhattan,1900,Office,Office,100,155.0,2046373.2,2099410.9,294.8,722.4
665,Waterman Properties- 234 West 39th Street,Manhattan,1945,Office,Office,90,117.9,848.4,2275165.7,387.5,1674.0
671,188 Ludlow St,Manhattan,2007,Multifamily Housing,Multifamily,100,178.2,10142300.2,8527439.3,1294.7,9545.1
672,220 South St,Manhattan,1927,Self-Storage Facility,Other,100,95.0,1876043.8,7091412.1,728.4,16217.966089617938
681,541 West 29th St,Manhattan,1913,Self-Storage Facility,Other,100,43.5,3382466.6,1860313.4,344.6,394.7
682,524 West 23rd street,Manhattan,1931,Self-Storage Facility,Other,100,60.9,3822323.2,1280767.0,316.6,257.3
683,2341 12th Avenue,Manhattan,1925,Self-Storage Facility,Other,100,48.0,1521846.8,812260.8,152.8,103.9
684,571 Riverside Drive,Manhattan,1928,Self-Storage Facility,Other,100,51.1,2234959.8,630110.0,174.6,83.6
685,420 East 62nd Street,Manhattan,1963,Self-Storage Facility,Other,100,62.7,2194374.9,3128207.0,393.9,213.9
686,531-539 West 21st St,Manhattan,1921,Self-Storage Facility,Other,100,43.1,519300.0,1268494.9,140.0,16217.966089617938
687,543 West 43rd St,Manhattan,1920,Self-Storage Facility,Other,100,63.2,2930554.9,2050964.2,337.5,11.7
688,645 West 44th St,Manhattan,1950,Other,Other,100,73.7,3513116.2,4204680.5,559.4,16217.966089617938
689,260 Spring St,Manhattan,1924,Self-Storage Facility,Other,100,103.0,4640443.3,7240667.3,888.4,1148.1
690,400 East 62nd Street,Manhattan,1963,Self-Storage Facility,Other,100,49.3,21962.5,981650.2,88.2,24.3
692,20 Beekman (262),Manhattan,1957,Multifamily Housing,Multifamily,100,79.9,168643.8,1372609.7,380.9,2560.1
694,"680 Fifth Avenue Associates, L.P.",Manhattan,1957,Office,Office,100,153.3,24384312.42738699,7975432.3,1272.8,16217.966089617938
695,"207 Sherman Associates, LLC (I)",Manhattan,1920,Multifamily Housing,Multifamily,100,204.2,7659045.5,2881352.5,662.3,16217.966089617938
696,137 Broadway Associates LLC,Manhattan,1900,Multifamily Housing,Multifamily,100,217.2,8024599.8,2041854.0,607.3,8188.7
697,"150 Broadway Associates, LLC",Manhattan,1920,Multifamily Housing,Multifamily,100,154.9,5384248.7,1569347.7,425.1,16217.966089617938
698,"156 Broadway Associates, LLC",Manhattan,1900,Multifamily Housing,Multifamily,100,45.2,593036.3,1235621.4,141.0,3910.7
699,"157 Broadway Associates, LLC",Manhattan,1910,Multifamily Housing,Multifamily,100,89.3,818115.2,2964002.5,306.2,16217.966089617938
700,"163 Broadway Associates, LLC",Manhattan,1930,Multifamily Housing,Multifamily,100,167.1,5589958.2,1765122.2,453.4,5430.9
701,"Morap,LLC",Manhattan,1924,Multifamily Housing,Multifamily,100,99.8,6501686.9,1829207.3,507.5,6742.2
702,"175 Broadway Associates, LLC",Manhattan,1925,Multifamily Housing,Multifamily,100,172.8,9123678.7,1902929.6,653.3,1068.7
703,"176 St Nicholas Associates, LLC",Manhattan,1920,Multifamily Housing,Multifamily,100,153.9,5492784.8,1220064.4,399.9,16217.966089617938
704,"180 Broadway Associates, LLC",Manhattan,1910,Multifamily Housing,Multifamily,100,111.4,4087672.7,990152.2,304.9,16217.966089617938
705,"207 Sherman Associates, LLC (II)",Manhattan,1925,Multifamily Housing,Multifamily,100,89.3,2687815.1,1447519.1,271.1,16217.966089617938
706,"207 Sherman Associates, LLC (III)",Manhattan,1925,Multifamily Housing,Multifamily,100,46.7,288130.3,1019723.8,105.7,16217.966089617938
707,"207 Sherman Associates, LLC (IV)",Manhattan,1920,Multifamily Housing,Multifamily,100,193.7,7128330.4,2780694.7,625.2,8235.9
708,66 Fort Washington Associates LLC,Manhattan,1920,Multifamily Housing,Multifamily,100,127.8,5388803.7,972724.8,372.5,5295.5
710,230 Fifth Ave LLC,Manhattan,1920,Office,Office,100,150.0,2984148.4,16792871.0,2176.9,11.0
711,53rd Realty Corp.,Manhattan,1932,Office,Office,100,176.7,643310.0,17513322.1,1943.4,14340.7
714,17-19 West 34th Street,Manhattan,1924,Office,Office,100,194.2,24384312.42738699,8424382.2,1106.9,2915.1
715,Jewish Community Center in Manhattan,Manhattan,2001,Social/Meeting Hall,Other,100,374.9,14195113.8,10669579.6,1714.6,16217.966089617938
718,101 Greenwich Street (2 Rector) (EPL),Manhattan,1907,Office,Office,40,91.2,260262.5,7828970.8,1409.5,16217.966089617938
719,332 West 44th Street,Manhattan,1959,Parking,Other,100,93.6,24384312.42738699,332274.4,29.5,16217.966089617938
720,401 Park Avenue South,Manhattan,1909,Office,Office,100,222.4,3279.4,14342871.9,1580.3,16217.966089617938
721,270 West 45th St,Manhattan,1928,Hotel,Hotel,100,212.2,43658241.4,22101125.8,4278.4,39147.1
722,130 East 39th St,Manhattan,1927,Hotel,Hotel,100,162.9,58423.7,5682282.7,885.5,8218.1
723,268 Dyckman St.,Manhattan,1929,Parking,Other,95,14.5,24384312.42738699,285010.4,25.3,71.4
724,290 Dyckman Street,Manhattan,1927,Self-Storage Facility,Other,100,43.7,1203.1,721527.1,64.0,16217.966089617938
725,510-520 west 21st,Manhattan,1928,Self-Storage Facility,Other,95,3.0,24384312.42738699,135678.2,12.0,93.6
726,16 W 22/ 15 W 21 Street LLC,Manhattan,1911,Office,Office,100,198.0,2624685.8,6814754.1,976.1,7128.2
727,37 Arcade Company,Manhattan,1927,Office,Office,100,142.1,6345878.6,7820993.4,1030.5,4433.0
728,The Manhattan,Manhattan,1880,Multifamily Housing,Multifamily,100,134.2,2507448.6,1722341.8,285.9,2367.4
730,301- 5 Seventh Ave Assoc.,Manhattan,1921,Office,Office,100,201.7,17832.1,8618274.4,1087.6,16217.966089617938
731,42SB9-W New York,Manhattan,1990,Hotel,Hotel,100,222.1,2324400.0,23979610.8,2249.5,23608.0
732,5678-Sheraton New York Hotel & Towers,Manhattan,1990,Hotel,Hotel,100,218.7,83194099.9,53321233.3,9146.3,72651.0
733,33789-New York Marriott Marquis Hotel,Manhattan,1985,Hotel,Hotel,100,278.8,122756199.4,120964417.1,17244.8,91411.0
734,337c7-New York Marriott Downtown,Manhattan,1990,Hotel,Hotel,100,375.5,62535491.9,8738708.8,5797.9,27512.0
735,42SCM-W New York - Union Square,Manhattan,1901,Hotel,Hotel,100,197.0,3212100.4,7086038.2,1619.1,9271.0
736,H. Schweitzer & J Krinick,Manhattan,1925,Office,Office,100,163.8,649551.7,8579960.4,1241.7,3944.4
737,31 West 27th Street,Manhattan,1910,Office,Office,100,132.4,356696.7,4872782.9,683.7,3056.2
740,Museum of Modern Art,Manhattan,1929,Museum,Other,100,156610.6,2648208.6,60343266.0,5440402.7,53514.9
745,3 World Financial Center,Manhattan,1986,Office,Office,100,201.6,125473.1,109849604.2,16611.9,33190.6
748,66 West 38th Street,Manhattan,2001,Multifamily Housing,Multifamily,100,147.5,19148921.6,11133064.0,2004.1,14225.7
749,400 West 55th Street,Manhattan,2004,Multifamily Housing,Multifamily,100,188.1,8858136.4,8414656.2,1216.5,222.2
750,550 West 45th Street,Manhattan,2013,Multifamily Housing,Multifamily,70,172.5,28221798.4,16592328.9,2970.1,33772.3
755,The Magellan,Manhattan,2003,Multifamily Housing,Multifamily,100,81.9,5799432.3,1938896.5,479.9,16105.3
756,1255 Company (BBL): 1-00833-0006 (BIN) 1015803,Manhattan,1909,Office,Office,100,120.1,1021.2,4260116.7,630.1,1778.9
757,ESRT - 1333 Broadway,Manhattan,1915,Office,Office,100,220.9,1134948.4,20341392.9,2191.8,4999.7
758,ESRT - 1359 Broadway,Manhattan,1925,Office,Office,100,235.1,580918.0,29000061.7,3333.9,6353.6
759,302 5th Ave LLC (BBL): 1-00833-0038 (BIN): 1015816;1800322,Manhattan,1915,Office,Office,100,140.3,2615.2,2626373.2,424.7,2446.9
761,389 Associates (BBL): 1-00866-0001 (BIN) 1017175,Manhattan,1922,Office,Office,100,191.1,903980.6,5398944.7,896.3,3017.9
762,4323 Company (BBL): 1-00826-0013 (BIN): 1015593,Manhattan,1912,Office,Office,100,180.2,1521186.7,3275454.9,491.1,2773.0
763,17213 - 443 Park Avenue South (BIN): 1018296 (BBL): 1-00886-0001,Manhattan,1910,Office,Office,100,157.6,2476.5,3007314.4,448.0,757.8
764,17154 - 1 East 33rd Street (BBL): 1-00863-0006 (BIN) 1017076,Manhattan,1913,Office,Office,100,43.1,770.6,245017.9,370.0,1785.7
765,Row NYC,Manhattan,1961,Hotel,Hotel,95,252.1,44375565.6,24268530.4,4508.6,39147.1
772,60 E 12th Street - 42967,Manhattan,1962,Multifamily Housing,Multifamily,100,152.4,192554.8,3324001.0,931.8,5947.0
773,698 West End Avenue - 42968,Manhattan,1925,Multifamily Housing,Multifamily,100,100.9,193536.7,1041564.1,535.4,3388.2
774,251 Ft Washington Avenue - 42969,Manhattan,1912,Multifamily Housing,Multifamily,100,121.3,218757.6,760256.9,417.5,3536.0
775,2333 Broadway - 42970,Manhattan,1922,Multifamily Housing,Multifamily,100,144.9,234727.3,2271976.2,873.6,6316.2
776,772 Greenwich Street - 42971,Manhattan,1950,Multifamily Housing,Multifamily,100,98.7,3399615.8,1094807.2,277.6,16217.966089617938
777,949 West End Avenue - 42972,Manhattan,1916,Multifamily Housing,Multifamily,100,95.4,146876.7,906135.3,462.1,2006.3
778,3105 Broadway - 42973,Manhattan,1941,Multifamily Housing,Multifamily,100,147.5,254296.9,941250.2,428.4,3199.3
781,142 EAST 27th   STREET - 44247,Manhattan,1930,Multifamily Housing,Multifamily,100,126.8,67365.6,511304.6,229.3,2088.4
782,151 WEST 74th   STREET - 44241,Manhattan,1923,Multifamily Housing,Multifamily,100,119.7,63315.6,637457.9,347.1,1773.1
783,2659 BROADWAY - 44243,Manhattan,1910,Multifamily Housing,Multifamily,100,254.1,374230.0,1797458.1,470.6,16217.966089617938
